WC_ratio,TEMP,EC,VWC,TDS,SALINITY,EPSILON
0.575,18.47,5543,82.25,2771,3048,73.12
0.575,18.38,5533,82.25,2766,3043,73.12
0.575,18.33,5525,82.25,2762,3038,73.12
0.575,18.33,5508,82.25,2754,3029,73.12
0.575,18.3,5530,82.25,2765,3041,73.12
0.575,18.3,5541,82.25,2770,3047,73.12
0.575,18.28,5543,82.25,2771,3048,73.12
0.575,18.25,5546,82.25,2773,3050,73.12
0.575,18.25,5547,82.25,2773,3050,73.12
0.575,18.25,5549,82.25,2774,3051,73.12
0.575,18.25,5558,82.66,2779,3056,73.35
0.575,18.25,5566,82.66,2783,3061,73.35
0.575,18.25,5566,82.66,2783,3061,73.35
0.575,18.25,5566,82.25,2783,3061,73.12
0.575,18.25,5566,82.66,2783,3061,73.35
0.575,18.25,5566,82.66,2783,3061,73.35
0.575,18.25,5566,82.66,2783,3061,73.35
0.575,18.28,5565,82.66,2782,3060,73.35
0.575,18.25,5565,83.07,2782,3060,73.58
0.575,18.25,5557,82.66,2778,3056,73.35
0.575,18.25,5557,83.07,2778,3056,73.58
0.575,18.25,5558,82.66,2779,3056,73.35
0.575,18.25,5558,83.07,2779,3056,73.58
0.575,18.25,5566,83.49,2783,3061,73.81
0.575,18.25,5566,82.66,2783,3061,73.35
0.575,18.25,5566,83.07,2783,3061,73.58
0.575,18.25,5566,83.07,2783,3061,73.58
0.575,18.25,5566,83.07,2783,3061,73.58
0.575,18.25,5566,83.07,2783,3061,73.58
0.575,18.28,5565,83.49,2782,3060,73.81
0.575,18.25,5565,83.49,2782,3060,73.81
0.575,18.25,5565,83.49,2782,3060,73.81
0.575,18.25,5565,83.07,2782,3060,73.58
0.575,18.25,5566,83.07,2783,3061,73.58
0.575,18.25,5566,83.49,2783,3061,73.81
0.575,18.25,5566,83.49,2783,3061,73.81
0.575,18.28,5565,83.49,2782,3060,73.81
0.575,18.28,5564,83.49,2782,3060,73.81
0.575,18.25,5564,83.49,2782,3060,73.81
0.575,18.25,5564,83.49,2782,3060,73.81
0.575,18.25,5565,83.49,2782,3060,73.81
0.575,18.28,5565,83.49,2782,3060,73.81
0.575,18.28,5564,83.49,2782,3060,73.81
0.575,18.25,5564,83.49,2782,3060,73.81
0.575,18.28,5563,83.49,2781,3059,73.81
0.575,18.28,5563,83.49,2781,3059,73.81
0.575,18.25,5564,83.49,2782,3060,73.81
0.575,18.28,5563,83.49,2781,3059,73.81
0.575,18.28,5555,83.49,2777,3055,73.81
0.575,18.28,5555,83.49,2777,3055,73.81
0.575,18.28,5554,83.49,2777,3054,73.81
0.575,18.25,5555,83.49,2777,3055,73.81
0.575,18.28,5563,83.49,2781,3059,73.81
0.575,18.28,5563,83.49,2781,3059,73.81
0.575,18.25,5564,83.49,2782,3060,73.81
0.575,18.28,5563,83.49,2781,3059,73.81
0.575,18.28,5563,83.49,2781,3059,73.81
0.575,18.28,5563,83.49,2781,3059,73.81
