WC_ratio,TEMP,EC,VWC,TDS,SALINITY,EPSILON
0.575,17.87,5516,79.91,2758,3033,71.76
0.575,18.08,5525,79.54,2762,3038,71.54
0.575,18.22,5539,80.67,2769,3046,72.21
0.575,18.33,5549,80.28,2774,3051,71.98
0.575,18.44,5547,79.54,2773,3050,71.54
0.575,18.52,5541,80.67,2770,3047,72.21
0.575,18.55,5531,80.67,2765,3042,72.21
0.575,18.63,5521,80.67,2760,3036,72.21
0.575,18.66,5522,81.06,2761,3037,72.44
0.575,18.66,5518,80.67,2759,3034,72.21
0.575,18.68,5514,81.06,2757,3032,72.44
0.575,18.71,5511,81.06,2755,3031,72.44
0.575,18.74,5509,81.06,2754,3029,72.44
0.575,18.74,5506,81.44,2753,3028,72.66
0.575,18.77,5503,81.06,2751,3026,72.44
0.575,18.77,5502,81.44,2751,3026,72.66
0.575,18.77,5501,81.84,2750,3025,72.89
0.575,18.79,5499,81.84,2749,3024,72.89
0.575,18.77,5499,81.84,2749,3024,72.89
0.575,18.77,5499,81.84,2749,3024,72.89
0.575,18.79,5498,82.25,2749,3023,73.12
0.575,18.79,5498,82.25,2749,3023,73.12
0.575,18.79,5497,81.84,2748,3023,72.89
0.575,18.79,5497,82.25,2748,3023,73.12
0.575,18.82,5496,82.25,2748,3022,73.12
0.575,18.82,5495,82.25,2747,3022,73.12
0.575,18.82,5494,82.25,2747,3021,73.12
0.575,18.82,5494,82.25,2747,3021,73.12
0.575,18.82,5494,82.25,2747,3021,73.12
0.575,18.82,5494,82.25,2747,3021,73.12
0.575,18.82,5494,82.25,2747,3021,73.12
0.575,18.82,5494,82.25,2747,3021,73.12
0.575,18.82,5494,82.25,2747,3021,73.12
0.575,18.82,5494,82.25,2747,3021,73.12
0.575,18.85,5493,82.25,2746,3021,73.12
0.575,18.82,5493,82.25,2746,3021,73.12
0.575,18.85,5492,82.25,2746,3020,73.12
0.575,18.85,5491,82.25,2745,3020,73.12
